order_id,user_id,product_id,order_date,price,quantity,is_returned
7433,3807,10,2023-08-29,391.34,2,0
7434,3638,98,2024-03-20,433.27,2,0
7435,2017,211,2024-12-29,324.22,4,0
7436,3990,495,2024-06-25,268.15,2,0
7437,2297,79,2024-07-02,390.86,3,0
7438,2672,136,2024-05-30,119.75,3,0
7439,4298,252,2024-12-12,85.42,4,0
7440,4244,49,2023-08-13,225.22,4,0
7441,2385,399,2024-04-07,415.66,3,0
7442,4737,44,2024-03-09,490.76,2,0
7443,4873,256,2024-07-28,178.02,4,0
7444,1299,136,2024-03-22,10.44,1,0
7445,3086,118,2024-08-12,214.36,2,0
7446,4216,479,2025-02-04,117.24,3,0
7447,3049,31,2025-07-08,76.37,3,0
7448,2724,30,2024-07-05,27.89,4,0
7449,1863,469,2024-07-11,456.87,2,0
7450,4958,239,2024-05-31,101.23,3,0
7451,1240,277,2024-09-24,33.64,2,0
7452,4187,256,2024-01-27,45.5,4,0
7453,4,372,2025-07-12,340.73,2,1
7454,102,77,2023-10-17,434.35,1,0
7455,1497,121,2023-08-31,107.34,4,0
7456,4432,244,2025-07-03,364.16,1,0
7457,2848,296,2025-01-31,89.01,3,0
7458,4946,268,2025-04-22,265.35,3,0
7459,1470,318,2023-11-09,69.24,3,0
7460,3975,151,2024-09-25,329.66,3,0
7461,3063,5,2024-02-01,496.44,2,0
7462,1765,16,2023-12-26,219.55,2,0
7463,4521,17,2024-12-12,47.31,1,1
7464,3001,118,2025-02-15,310.8,1,1
7465,2480,109,2024-08-04,87.43,3,1
7466,4140,426,2025-04-01,480.63,4,0
7467,2222,102,2025-02-08,87.93,4,0
7468,4704,202,2025-01-20,484.58,1,0
7469,4574,488,2025-05-29,174.64,1,0
7470,2443,41,2023-10-23,211.6,4,0
7471,204,431,2024-09-14,428.47,1,0
7472,1082,444,2024-10-27,365.22,2,0
7473,3568,368,2023-11-01,166.48,2,0
7474,4340,454,2025-03-23,172.76,3,0
7475,3883,215,2023-11-28,217.45,1,0
7476,78,260,2024-06-22,400.56,1,0
7477,3396,408,2024-11-20,105.18,2,0
7478,1984,243,2025-01-18,302.57,4,0
7479,1837,499,2025-05-09,354.39,2,0
7480,319,412,2024-10-07,148.21,1,0
7481,4795,291,2023-12-02,422.02,2,0
7482,2875,434,2025-03-25,359.74,4,0
7483,4621,172,2024-08-11,73.85,1,0
7484,4548,21,2024-02-08,495.64,3,0
7485,2730,269,2024-12-07,84.87,3,1
7486,75,294,2025-06-05,429.18,3,0
7487,1440,431,2024-11-06,142.58,2,0
7488,592,196,2025-07-16,32.19,3,0
7489,741,10,2025-02-09,312.82,3,0
7490,1066,132,2025-06-08,255.54,3,0
7491,3594,276,2024-10-29,293.51,4,0
7492,4424,393,2024-05-25,476.32,4,0
7493,1258,433,2024-06-16,254.93,3,1
7494,3608,59,2024-12-01,311.92,3,0
7495,4670,410,2025-07-07,404.41,2,1
7496,955,176,2024-05-24,298.62,3,0
7497,3943,46,2023-10-08,308.77,2,0
7498,3309,440,2024-02-07,166.4,3,0
7499,3498,392,2024-04-23,413.55,1,0
7500,4419,136,2023-09-04,169.4,2,0
7501,666,386,2025-05-07,336.69,1,0
7502,2582,91,2024-03-11,49.92,4,0
7503,3037,373,2024-10-28,83.53,3,0
7504,3549,412,2024-11-16,296.43,3,0
7505,2772,235,2023-09-30,380.92,4,0
7506,4470,102,2023-12-21,259.15,1,0
7507,4404,100,2024-12-10,454.49,2,0
7508,4488,138,2023-09-27,244.84,4,0
7509,2720,126,2025-04-21,434.78,3,0
7510,4364,30,2025-03-26,127.35,3,0
7511,1885,327,2023-10-04,499.34,3,0
7512,1690,295,2023-09-08,265.23,3,1
7513,2516,404,2024-10-26,404.09,2,1
7514,2669,208,2023-10-29,460.32,4,0
7515,1841,423,2023-12-14,200.63,4,0
7516,2316,280,2024-11-09,439.69,3,0
7517,2752,406,2025-04-21,404.63,1,0
7518,554,24,2024-02-10,465.9,4,1
7519,4202,385,2023-11-05,319.44,2,0
7520,4508,227,2024-05-12,143.09,1,0
7521,3252,425,2025-01-19,41.34,1,0
7522,4118,500,2023-09-22,26.64,4,1
7523,1067,110,2025-05-06,73.14,3,0
7524,3530,180,2024-02-07,81.58,3,0
7525,4690,25,2025-04-07,352.12,1,0
7526,3644,134,2023-12-15,246.41,3,0
7527,1290,148,2024-12-15,267.79,2,0
7528,1559,360,2025-05-09,223.41,1,0
7529,1974,458,2023-11-28,312.44,1,0
7530,612,87,2024-12-04,82.35,2,0
7531,4764,478,2024-03-24,210.85,4,0
7532,1767,403,2023-09-07,100.09,2,0
7533,600,388,2024-04-18,475.49,1,0
7534,4039,201,2023-09-27,113.77,1,0
7535,948,114,2023-12-10,295.73,4,0
7536,3050,430,2023-10-31,197.0,4,1
7537,2374,7,2025-04-27,440.72,2,0
7538,3015,421,2024-03-24,352.71,3,0
7539,1931,494,2024-12-27,32.94,4,0
7540,739,107,2023-10-16,143.16,4,0
7541,1444,409,2024-10-16,420.78,3,0
7542,3562,295,2025-06-01,373.89,1,0
7543,4261,342,2024-08-21,401.15,4,0
7544,1348,378,2025-04-17,292.97,4,0
7545,1433,21,2025-02-20,286.77,2,0
7546,4012,402,2024-01-05,150.4,4,0
7547,751,498,2023-12-30,78.12,3,0
7548,1242,53,2024-07-04,232.23,1,0
7549,228,495,2023-12-29,473.39,3,0
7550,909,293,2024-06-03,266.82,3,0
7551,933,452,2023-09-03,243.11,1,1
7552,4525,96,2024-06-25,273.49,1,0
7553,1629,457,2024-07-11,369.54,4,0
7554,1117,256,2024-02-13,440.73,4,0
7555,1524,63,2024-09-04,314.68,1,0
7556,4334,286,2024-06-12,482.51,4,0
7557,1719,103,2024-08-09,327.51,4,0
7558,3447,160,2025-01-03,288.79,3,0
7559,1954,58,2025-06-10,315.33,3,0
7560,2856,380,2025-01-27,33.69,1,0
7561,3324,223,2023-08-11,17.5,2,0
7562,3258,255,2024-09-12,443.5,1,0
7563,955,248,2024-11-23,18.77,2,0
7564,4873,357,2024-01-20,354.48,1,0
7565,1623,24,2024-10-25,125.9,2,0
7566,1837,314,2024-12-29,24.03,1,0
7567,3949,94,2023-10-16,285.98,3,0
7568,514,23,2025-01-24,12.21,1,0
7569,3106,419,2025-02-21,305.82,3,1
7570,3971,315,2025-05-21,283.88,4,0
7571,4730,328,2024-04-03,400.46,2,0
7572,675,414,2025-01-09,246.2,3,0
7573,1547,169,2024-07-15,494.03,1,0
7574,1108,82,2025-03-31,161.71,4,0
7575,4140,354,2025-01-13,168.29,1,0
7576,3952,208,2025-01-14,228.76,2,0
7577,47,206,2023-12-31,360.2,3,0
7578,94,120,2025-02-23,288.83,3,0
7579,894,108,2023-09-25,373.62,4,0
7580,901,439,2025-06-05,126.17,2,0
7581,4155,231,2024-11-16,321.41,4,0
7582,376,189,2024-12-03,297.02,4,0
7583,3070,27,2024-02-17,158.9,4,0
7584,3275,280,2024-01-15,355.23,2,0
7585,2373,62,2024-01-07,337.48,3,0
7586,4129,392,2024-08-27,175.37,2,0
7587,2834,205,2024-08-21,215.45,4,0
7588,1901,200,2023-09-02,209.85,4,0
7589,2146,207,2025-01-20,391.65,1,0
7590,2108,14,2025-01-18,37.34,4,1
7591,3475,452,2025-06-28,418.98,4,0
7592,3746,434,2024-05-10,428.4,1,0
7593,1545,470,2025-07-24,20.63,1,1
7594,2492,500,2024-03-02,145.68,2,0
7595,660,255,2024-04-11,452.4,4,1
7596,81,419,2024-02-12,184.35,1,0
7597,517,491,2023-09-07,58.89,1,0
7598,4360,193,2024-11-11,242.86,3,0
7599,1727,18,2023-10-15,181.63,1,0
7600,568,469,2023-10-17,209.78,2,0
7601,4816,170,2024-12-27,438.9,4,0
7602,1794,208,2025-05-20,220.22,4,0
7603,3811,195,2024-02-03,399.91,1,0
7604,3878,164,2023-08-27,107.76,1,0
7605,468,37,2024-05-22,110.0,1,0
7606,3663,193,2024-05-06,138.55,4,0
7607,771,419,2024-11-27,102.75,3,0
7608,696,320,2024-02-28,141.97,4,0
7609,2887,463,2025-03-25,328.13,1,0
7610,257,457,2024-02-26,311.63,2,0
7611,371,21,2024-04-02,251.32,1,0
7612,2470,35,2025-03-23,84.79,4,0
7613,2657,293,2024-01-15,485.97,4,0
7614,3336,285,2024-01-08,460.65,4,0
7615,2916,493,2023-11-09,32.77,4,0
7616,2386,6,2025-01-11,301.05,2,0
7617,1073,79,2024-12-26,282.42,3,0
7618,799,242,2024-02-24,100.09,3,0
7619,35,202,2025-05-27,235.68,4,1
7620,937,351,2025-02-25,484.25,2,0
7621,1455,200,2025-04-29,216.6,3,0
7622,2268,491,2023-10-24,320.34,2,0
7623,2765,283,2024-09-05,61.56,3,0
7624,1784,38,2023-10-24,218.33,4,0
7625,395,499,2025-01-13,418.66,1,0
7626,3198,372,2024-02-23,346.68,2,0
7627,3965,113,2023-12-17,452.63,1,0
7628,462,424,2023-10-23,360.09,4,0
7629,2360,49,2023-09-16,139.01,3,0
7630,654,297,2024-09-22,340.24,2,0
7631,252,4,2024-12-06,79.97,1,0
7632,3589,241,2024-11-12,334.43,1,1
7633,4137,113,2024-05-01,472.96,1,0
7634,3622,8,2024-07-03,474.06,1,1
7635,589,325,2025-05-29,144.08,3,0
7636,759,444,2024-02-08,114.47,4,0
7637,8,224,2024-06-06,384.89,3,0
7638,2384,33,2024-08-14,120.27,3,0
7639,285,76,2025-02-15,77.1,3,0
7640,1326,416,2024-10-17,215.94,4,1
7641,2569,152,2023-11-04,415.94,3,0
7642,4437,176,2024-05-28,420.88,2,0
7643,1956,127,2024-09-07,454.78,2,0
7644,2859,318,2024-11-08,249.42,4,0
7645,2799,364,2024-06-27,17.59,4,0
7646,3677,123,2025-05-24,408.3,4,1
7647,1864,329,2025-02-10,168.56,2,0
7648,2928,90,2024-09-04,138.67,3,0
7649,4529,151,2024-01-09,448.11,4,0
7650,4460,401,2025-03-26,385.83,2,0
7651,2591,7,2024-07-13,269.54,3,0
7652,3583,279,2024-04-26,408.45,4,0
7653,940,378,2024-05-08,404.22,1,0
7654,3058,89,2024-01-10,14.36,4,0
7655,514,137,2024-11-06,400.68,4,0
7656,858,143,2024-11-11,149.74,1,0
7657,4833,20,2025-05-28,43.38,3,0
7658,2669,336,2024-01-10,290.04,2,0
7659,2637,329,2024-05-14,171.3,4,0
7660,488,308,2025-05-08,26.04,2,0
7661,4286,51,2024-07-15,427.73,4,0
7662,3038,103,2024-08-27,209.26,3,1
7663,928,264,2024-05-08,325.3,4,0
7664,1908,9,2024-01-19,414.58,4,0
7665,273,376,2023-07-28,43.12,4,0
7666,1088,353,2024-11-12,354.43,1,0
7667,4092,149,2024-06-11,93.98,4,1
7668,3796,15,2024-11-20,256.81,1,0
7669,908,291,2024-05-07,247.07,3,0
7670,1488,332,2025-02-15,118.74,4,0
7671,2790,438,2025-06-14,368.6,2,0
7672,1979,46,2023-12-08,310.31,4,0
7673,4918,332,2024-12-21,459.28,3,0
7674,851,87,2023-10-29,191.29,2,0
7675,2225,474,2023-09-07,234.68,3,0
7676,4794,444,2025-01-23,282.1,1,0
7677,525,465,2023-08-08,119.14,3,0
7678,132,214,2025-02-13,223.15,2,0
7679,3423,223,2024-07-15,300.72,2,0
7680,1136,9,2024-02-19,188.25,3,0
7681,547,4,2025-04-08,302.93,1,0
7682,2913,244,2024-05-20,218.78,1,0
7683,1612,428,2025-01-23,230.75,3,0
7684,3904,29,2024-07-24,310.5,1,0
7685,3716,468,2024-08-20,427.69,4,0
7686,3619,311,2023-11-09,84.05,3,0
7687,2744,350,2024-08-16,18.35,2,0
7688,3194,344,2024-05-22,191.67,3,0
7689,3363,157,2025-03-08,181.9,4,0
7690,1480,352,2024-12-31,218.9,4,0
7691,435,35,2024-08-23,133.09,1,0
7692,4136,83,2025-02-14,112.2,2,1
7693,1944,167,2024-12-16,202.79,4,0
7694,1934,72,2023-09-26,285.73,4,0
7695,4918,262,2025-01-15,50.38,3,0
7696,4623,123,2024-05-12,318.72,4,0
7697,2910,129,2024-03-02,292.66,4,0
7698,1332,7,2024-03-30,92.16,4,0
7699,2816,413,2023-09-07,128.98,4,0
7700,4706,411,2024-05-31,317.94,3,1
7701,4140,430,2025-04-20,425.09,1,0
7702,2144,211,2024-06-01,39.82,2,0
7703,4923,169,2024-02-04,298.13,4,1
7704,4556,115,2024-03-02,478.23,4,0
7705,186,181,2024-11-02,282.34,4,0
7706,4315,308,2025-02-16,345.09,3,0
7707,4326,319,2024-04-01,59.13,3,0
7708,2165,70,2023-12-07,433.25,4,0
7709,4434,342,2024-04-21,412.19,2,0
7710,89,319,2024-01-11,56.7,2,0
7711,4314,94,2025-05-10,401.81,4,0
7712,2073,245,2024-08-12,404.74,3,0
7713,518,169,2024-01-22,300.8,3,0
7714,3596,194,2024-03-11,382.92,2,0
7715,2043,325,2024-11-27,485.25,3,0
7716,4106,167,2025-02-16,190.67,4,0
7717,979,269,2023-12-05,253.81,2,1
7718,1198,446,2024-10-04,25.01,2,0
7719,3085,54,2024-03-30,425.36,4,0
7720,2206,49,2024-10-06,376.09,4,0
7721,319,12,2025-06-22,439.07,2,0
7722,2462,400,2025-03-23,82.74,1,0
7723,2476,392,2024-12-16,84.16,3,0
7724,3539,227,2024-01-03,60.6,3,0
7725,131,365,2024-06-21,32.96,3,0
7726,1229,236,2025-01-28,194.2,3,0
7727,4994,441,2023-09-10,291.55,4,0
7728,1489,202,2023-09-08,126.8,1,0
7729,981,215,2024-10-26,102.46,3,0
7730,2178,96,2025-05-21,161.75,3,0
7731,3741,122,2023-10-24,154.47,1,1
7732,802,236,2024-04-27,365.07,1,0
7733,2288,75,2023-11-25,250.77,4,0
7734,2,151,2025-06-28,207.93,2,0
7735,3180,477,2024-06-28,133.55,4,0
7736,3978,325,2024-02-26,303.42,2,0
7737,3649,399,2025-04-06,35.4,3,0
7738,2679,140,2024-04-13,119.67,1,0
7739,4316,461,2024-03-26,145.18,1,0
7740,1511,420,2024-11-13,276.05,2,0
7741,4462,311,2024-04-02,25.05,2,0
7742,3526,443,2023-12-09,112.45,1,0
7743,3614,421,2024-07-05,183.0,2,0
7744,419,198,2025-07-21,416.0,3,0
7745,1081,238,2024-03-17,393.72,2,0
7746,2848,34,2024-02-04,68.55,3,0
7747,3570,33,2025-01-03,233.44,4,0
7748,1386,274,2024-07-31,476.03,2,0
7749,4971,1,2024-04-17,54.68,4,0
7750,3543,366,2024-08-04,455.33,1,1
7751,4215,406,2025-07-03,210.55,1,1
7752,1285,30,2025-07-12,35.25,1,1
7753,4730,83,2024-05-19,485.46,3,0
7754,3816,118,2023-09-13,166.66,4,0
7755,422,9,2023-12-09,355.37,3,1
7756,839,350,2025-04-08,402.15,2,0
7757,1400,177,2024-10-12,214.79,4,0
7758,2966,14,2024-07-23,449.72,4,0
7759,1464,66,2025-03-15,460.65,2,0
7760,1694,46,2024-11-04,305.79,3,0
7761,154,349,2024-02-09,102.92,2,1
7762,4252,143,2023-09-13,88.38,1,0
7763,4136,89,2024-08-11,23.97,4,0
7764,855,367,2024-02-29,277.47,3,0
7765,586,329,2024-08-18,22.59,3,0
7766,1938,420,2025-02-01,460.46,2,0
7767,4586,63,2025-02-27,259.33,3,0
7768,75,158,2025-05-12,20.81,1,0
7769,4200,53,2024-04-05,479.81,3,0
7770,3549,413,2025-01-05,413.24,3,0
7771,873,90,2024-02-09,245.83,2,0
7772,3580,399,2023-09-17,93.11,4,0
7773,1653,49,2024-08-09,436.97,4,0
7774,3605,476,2025-05-04,330.44,1,0
7775,2174,265,2025-01-29,117.14,3,0
7776,37,484,2023-12-12,272.43,1,0
7777,501,123,2024-05-02,74.98,2,0
7778,3028,442,2024-07-14,281.52,1,0
7779,2989,345,2024-06-21,292.56,3,0
7780,2130,36,2025-04-15,167.54,2,0
7781,321,343,2023-09-25,456.07,1,0
7782,2177,443,2024-08-11,170.48,1,0
7783,1853,345,2024-07-21,446.0,3,1
7784,2197,173,2025-05-30,224.3,4,0
7785,2365,258,2024-02-05,204.49,4,0
7786,4401,140,2024-10-24,228.87,3,0
7787,2874,435,2023-12-16,135.23,1,0
7788,1319,181,2024-02-07,91.35,1,0
7789,1152,415,2025-04-27,339.39,2,0
7790,4442,177,2024-05-16,295.12,4,0
7791,2317,365,2024-10-10,314.85,1,0
7792,1336,441,2025-02-19,226.45,2,0
7793,2436,223,2024-04-09,134.43,2,0
7794,4,257,2024-05-10,242.33,2,0
7795,1031,471,2025-02-09,88.57,3,0
7796,1869,452,2024-11-25,237.41,1,0
7797,3666,63,2024-09-30,107.89,3,0
7798,4095,481,2024-11-25,214.43,3,0
7799,2218,212,2024-11-10,75.77,2,0
7800,3994,449,2025-03-11,406.9,1,0
7801,4680,190,2024-09-10,306.81,4,0
7802,738,409,2024-09-15,182.78,3,0
7803,1046,151,2025-07-05,61.01,4,0
7804,383,492,2023-08-20,278.0,4,0
7805,2490,226,2025-06-29,238.65,2,0
7806,270,353,2024-10-21,419.98,3,0
7807,4716,159,2025-03-24,292.45,1,0
7808,4224,147,2024-09-09,496.23,2,0
7809,4773,371,2024-10-25,478.92,2,0
7810,3747,289,2023-12-25,79.29,4,0
7811,603,391,2025-04-21,240.61,3,0
7812,2862,174,2024-11-17,410.38,2,0
7813,3777,108,2024-06-01,465.67,4,0
7814,601,404,2025-05-17,254.06,4,0
7815,800,152,2024-11-12,318.57,3,0
7816,4919,39,2024-08-29,367.78,4,0
7817,1996,247,2024-01-23,312.42,4,0
7818,2300,499,2024-05-27,178.86,3,1
7819,22,485,2023-10-19,486.98,1,0
7820,1181,387,2025-04-13,113.34,1,0
7821,3651,222,2024-12-17,327.26,2,0
7822,1986,40,2024-04-19,87.43,4,0
7823,2221,130,2024-03-24,124.43,2,0
7824,639,495,2023-12-25,455.97,3,0
7825,711,153,2024-06-17,318.18,3,0
7826,3544,297,2024-12-17,216.63,4,0
7827,1825,337,2025-06-23,49.51,3,0
7828,3129,485,2024-10-19,495.34,4,0
7829,2149,320,2024-02-04,191.77,2,0
7830,4040,37,2023-08-20,407.79,2,0
7831,3012,327,2023-10-25,225.2,2,0
7832,2248,230,2024-07-02,437.46,3,0
7833,946,318,2024-05-11,320.99,4,0
7834,3382,360,2023-09-19,469.68,1,0
7835,1090,250,2024-12-21,291.46,2,0
7836,1693,69,2025-03-21,15.02,2,0
7837,222,317,2024-07-09,85.91,3,0
7838,4220,150,2023-12-21,119.79,3,0
7839,890,384,2023-10-16,351.21,1,0
7840,550,192,2025-02-21,89.48,4,0
7841,3150,386,2024-05-04,76.04,4,0
7842,1615,121,2024-11-06,321.18,1,1
7843,2140,462,2024-09-17,333.85,1,0
7844,1278,302,2023-08-28,162.76,3,0
7845,2140,286,2023-10-04,280.85,2,0
7846,4394,49,2024-10-07,65.91,3,0
7847,1509,308,2025-06-15,334.57,3,0
7848,4489,84,2025-06-23,398.54,4,0
7849,1603,202,2025-03-25,342.45,3,1
7850,2819,421,2023-10-20,377.17,3,1
7851,4238,204,2024-04-26,296.09,1,0
7852,608,433,2024-09-25,427.89,2,1
7853,3615,16,2024-09-18,324.68,3,0
7854,3662,475,2023-08-18,293.96,4,0
7855,1953,207,2024-05-12,392.42,4,0
7856,3070,443,2025-01-19,303.46,4,0
7857,3118,373,2024-03-20,368.63,3,0
7858,4432,451,2023-11-26,129.91,4,0
7859,2622,294,2024-04-04,29.77,4,0
7860,4975,217,2024-12-17,231.17,3,0
7861,2245,371,2024-02-16,302.62,2,0
7862,3066,105,2024-11-11,133.61,1,0
7863,4521,42,2024-03-14,141.39,1,0
7864,1620,100,2024-10-06,84.34,4,0
7865,4313,17,2024-11-17,262.45,2,0
7866,4011,279,2024-08-03,491.48,4,0
7867,3934,356,2024-03-22,276.92,1,0
7868,4906,490,2025-01-04,391.91,4,0
7869,3678,413,2024-02-08,209.56,4,0
7870,1341,425,2025-04-06,363.63,1,0
7871,4572,462,2024-11-16,306.57,1,0
7872,693,29,2025-01-23,71.62,1,0
7873,4736,469,2025-04-21,483.0,2,1
7874,3421,439,2024-10-07,490.91,2,0
7875,4540,371,2024-07-20,352.97,4,0
7876,1639,140,2025-07-07,298.55,1,0
7877,637,292,2025-01-15,469.13,3,0
7878,4311,16,2024-11-22,130.6,1,0
7879,3304,62,2024-01-01,91.63,4,0
7880,4498,293,2024-08-15,173.41,4,0
7881,324,438,2025-01-20,95.93,1,0
7882,2270,359,2024-08-25,265.78,3,0
7883,4187,205,2023-10-02,84.03,2,0
7884,2031,352,2024-05-30,236.81,4,0
7885,2738,244,2024-02-18,44.65,4,0
7886,2150,257,2024-08-24,352.48,3,0
7887,4874,118,2024-09-07,56.95,3,0
7888,2506,334,2025-06-10,271.63,3,0
7889,4161,7,2024-08-21,467.98,3,0
7890,1732,471,2024-07-14,234.06,3,0
7891,3945,387,2024-12-22,34.02,4,1
7892,18,412,2025-06-22,361.68,1,0
7893,1777,359,2023-11-12,450.22,1,0
7894,1031,263,2024-08-12,490.53,4,0
7895,3898,131,2023-08-12,46.15,1,0
7896,533,472,2023-08-27,406.71,4,0
7897,1446,65,2025-06-26,421.66,4,0
7898,3437,422,2025-04-28,395.42,4,0
7899,3095,27,2024-03-27,352.31,4,0
7900,628,405,2024-03-22,69.58,2,0
7901,2699,104,2023-09-18,332.61,4,0
7902,2357,295,2023-08-20,82.31,4,0
7903,4650,324,2025-03-12,188.31,3,0
7904,1404,238,2025-03-09,470.06,1,0
7905,3553,185,2024-01-29,180.75,4,1
7906,3877,435,2024-03-17,225.37,1,0
7907,1960,376,2024-07-15,297.59,3,0
7908,432,162,2024-10-04,409.09,2,0
7909,3894,359,2024-02-01,138.58,1,0
7910,2606,71,2024-06-24,373.53,2,1
7911,831,367,2024-08-26,14.87,2,0
7912,3463,416,2024-09-14,420.6,4,0
7913,811,428,2023-07-30,480.06,4,0
7914,4898,375,2023-09-25,344.27,4,0
7915,616,472,2023-11-22,283.37,3,0
7916,4491,414,2025-07-04,94.98,3,0
7917,1863,219,2023-12-12,309.64,1,0
7918,4864,23,2025-07-09,364.35,1,0
7919,1002,461,2024-12-08,277.02,2,0
7920,2113,257,2024-12-06,373.51,2,0
7921,3199,292,2024-06-12,149.31,1,0
7922,152,139,2024-03-13,63.57,4,0
7923,1979,363,2025-06-06,157.04,1,0
7924,3829,332,2023-12-30,268.79,1,0
7925,2974,272,2024-11-28,424.16,3,0
7926,1180,413,2024-06-06,377.22,1,0
7927,4869,316,2025-02-26,192.39,1,0
7928,4118,425,2023-08-02,258.35,4,0
7929,1857,38,2024-07-01,155.17,1,0
7930,2935,43,2023-08-05,321.38,4,1
7931,4711,95,2024-12-25,399.36,3,0
7932,3990,175,2024-08-20,396.86,3,0
7933,856,196,2025-05-22,426.06,2,0
7934,4167,130,2023-12-03,388.11,2,0
7935,4929,100,2024-11-13,245.54,3,0
7936,2651,235,2024-06-28,75.79,4,0
7937,2711,316,2024-04-28,230.68,1,0
7938,3221,347,2023-08-31,133.88,3,0
7939,290,156,2025-04-17,423.77,1,0
7940,48,287,2023-11-11,194.86,1,0
7941,2904,275,2025-01-07,496.01,4,0
7942,4097,32,2024-02-15,438.88,3,0
7943,196,316,2025-04-23,433.99,1,0
7944,4970,354,2024-12-10,52.87,3,0
7945,3008,435,2024-12-01,128.3,2,0
7946,3829,31,2024-08-02,492.09,2,0
7947,2168,443,2023-10-04,266.06,4,0
7948,4548,389,2024-08-07,487.93,3,0
7949,1826,485,2025-01-30,484.72,1,0
7950,1446,212,2023-12-09,121.26,2,0
7951,1701,208,2023-12-26,112.84,3,0
7952,1988,464,2023-10-07,295.16,3,1
7953,2967,111,2024-04-22,84.85,2,0
7954,3623,379,2024-06-23,243.69,4,0
7955,3528,307,2024-03-15,58.39,4,1
7956,232,422,2024-02-07,178.4,3,0
7957,1120,269,2024-07-05,407.15,4,0
7958,1177,15,2024-09-15,338.27,4,0
7959,2965,352,2025-01-12,105.85,3,0
7960,3269,137,2024-02-21,57.04,2,0
7961,4682,426,2025-06-06,248.71,3,0
7962,1500,495,2025-01-09,441.8,4,0
7963,1845,419,2024-12-06,432.68,3,0
7964,98,215,2024-07-14,275.02,1,0
7965,3303,387,2024-04-10,413.04,1,0
7966,2223,261,2025-07-18,59.45,1,0
7967,2730,341,2024-03-15,459.64,3,1
7968,1315,358,2023-08-01,57.74,4,0
7969,2393,299,2025-01-17,421.45,1,0
7970,1151,175,2024-09-24,64.41,1,0
7971,4078,333,2025-04-18,370.22,3,1
7972,2456,239,2024-05-18,382.38,3,0
7973,2142,394,2023-11-16,284.56,4,0
7974,4282,175,2025-07-12,224.93,4,0
7975,1076,472,2024-08-29,433.86,2,0
7976,456,300,2025-02-09,437.72,1,0
7977,3033,292,2025-05-13,151.62,3,0
7978,338,234,2023-10-01,184.51,4,0
7979,4592,242,2023-12-19,125.47,3,0
7980,4606,237,2023-11-25,234.28,4,0
7981,1093,144,2025-02-02,212.22,1,0
7982,1447,173,2023-10-21,481.29,4,0
7983,4589,91,2024-03-13,426.35,1,0
7984,4648,489,2024-08-29,149.01,3,0
7985,684,317,2023-11-04,174.29,3,0
7986,3224,167,2024-08-02,167.04,4,0
7987,569,56,2024-03-05,15.73,4,0
7988,2017,316,2024-09-13,409.02,4,0
7989,1261,496,2025-04-30,102.02,3,0
7990,1896,271,2025-02-02,97.97,2,0
7991,3058,483,2024-03-08,14.39,3,0
7992,793,312,2023-11-27,425.08,1,0
7993,2372,107,2024-11-13,61.01,3,0
7994,965,42,2024-07-14,374.87,4,0
7995,1370,284,2025-06-01,165.83,4,0
7996,3172,67,2024-08-21,422.81,3,0
7997,3558,35,2025-02-26,209.48,1,0
7998,3817,219,2025-06-07,104.39,3,0
7999,2620,429,2024-08-24,448.85,4,0
8000,961,19,2024-06-30,342.49,1,0
8001,4743,250,2023-10-22,163.94,3,0
8002,3931,358,2025-07-18,140.13,2,0
8003,4673,33,2024-09-04,108.24,3,0
8004,3362,208,2025-04-06,92.46,3,1
8005,231,448,2024-02-21,145.39,3,1
8006,668,204,2024-11-27,170.55,4,1
8007,885,27,2024-01-01,488.98,3,0
8008,4470,44,2025-01-30,405.1,4,0
8009,3682,79,2025-07-20,452.48,1,0
8010,548,65,2025-06-07,477.9,3,0
8011,1827,325,2023-11-19,24.85,3,0
8012,3565,351,2025-04-12,30.02,2,0
8013,534,341,2024-08-30,224.79,3,0
8014,1235,178,2024-07-26,420.66,1,1
8015,384,372,2025-02-26,451.26,3,0
8016,4331,77,2025-03-26,51.74,2,0
8017,25,18,2024-04-18,123.93,4,0
8018,648,259,2024-07-03,187.86,3,0
8019,2781,470,2024-12-09,381.81,1,1
8020,3000,494,2024-02-22,226.12,1,0
8021,3943,333,2024-10-22,376.34,2,0
8022,1609,56,2025-01-18,310.25,4,0
8023,1080,248,2024-03-02,86.91,4,0
8024,1268,43,2025-05-01,434.9,4,0
8025,4860,243,2023-10-15,39.52,2,0
8026,2012,245,2024-07-31,407.46,1,0
8027,152,452,2024-10-18,486.69,2,0
8028,3221,409,2025-06-10,150.83,4,0
8029,3582,469,2024-12-19,77.69,1,0
8030,536,405,2023-11-30,206.03,4,0
8031,2264,192,2024-07-24,152.01,1,0
8032,3246,457,2025-06-24,268.17,1,0
8033,1505,265,2024-10-03,36.55,3,0
8034,3193,116,2024-06-06,94.84,1,1
8035,3459,300,2023-12-07,332.3,4,0
8036,346,142,2024-07-20,423.65,1,0
8037,3366,462,2025-04-09,140.12,1,0
8038,4632,242,2024-08-02,169.93,3,0
8039,3837,292,2024-07-26,271.97,2,0
8040,747,472,2024-10-30,482.03,1,0
8041,947,213,2024-07-21,175.96,1,0
8042,1796,452,2023-12-14,265.21,3,0
8043,2442,56,2023-12-13,329.61,1,0
8044,4869,242,2024-08-09,65.85,3,0
8045,4133,485,2024-11-24,210.17,3,0
